run_id,timestamp,asset,signal,source,side,entry_price,exit_price,expected_fill,shadow_fill,pnl,pnl_bps,duration,regime
,2026-04-22T03:20:57.275368,BTC,Mean Reversion,paper,long,77457.11,77441.9,77457.11,77457.11,-1.96,-2.0,1414,low_vol
,2026-04-22T03:20:57.278042,BTC,Mean Reversion,shadow,long,77494.05,77430.75,77453.99,77494.05,-18.17,-108.2,3528,low_vol
,2026-04-22T03:21:17.344637,BTC,Mean Reversion,paper,short,77477.31,77462.1,77477.31,77477.31,1.96,2.0,258,high_vol
,2026-04-22T03:21:17.346348,BTC,Mean Reversion,shadow,short,77490.0,77498.67,77475.42,77490.0,-11.12,-101.1,2253,high_vol
,2026-04-22T03:21:33.416757,BTC,Mean Reversion,paper,short,77488.0,77510.65,77488.0,77488.0,-2.92,-2.9,2203,trending
,2026-04-22T03:21:33.417702,BTC,Mean Reversion,shadow,short,77499.87,77521.24,77497.99,77499.87,-12.76,-102.8,2103,trending
,2026-04-22T03:21:43.465245,BTC,Mean Reversion,paper,long,77507.07,77499.47,77507.07,77507.07,-0.98,-1.0,306,high_vol
,2026-04-22T03:21:43.466507,BTC,Mean Reversion,shadow,long,77540.65,77474.5,77497.74,77540.65,-18.53,-108.5,1744,high_vol
,2026-04-22T03:22:11.552229,ETH,Mean Reversion,paper,long,2366.44,2366.94,2366.44,2366.44,2.12,2.1,410,trending
,2026-04-22T03:22:11.553724,ETH,Mean Reversion,shadow,long,2368.34,2365.82,2366.53,2368.34,-20.66,-110.7,3294,trending
,2026-04-22T03:22:23.593609,ETH,Mean Reversion,paper,long,2364.66,2364.84,2364.66,2364.66,0.75,0.8,3181,high_vol
,2026-04-22T03:22:23.594750,ETH,Mean Reversion,shadow,long,2366.51,2364.1,2364.81,2366.51,-20.22,-110.2,2375,high_vol
,2026-04-22T03:22:27.610391,BTC,Mean Reversion,paper,long,77454.05,77453.04,77454.05,77454.05,-0.13,-0.1,2202,ranging
,2026-04-22T03:22:27.611251,BTC,Mean Reversion,shadow,long,77490.87,77415.78,77439.01,77490.87,-19.69,-109.7,1501,ranging
,2026-04-22T03:22:45.664382,BTC,Mean Reversion,paper,long,77454.04,77455.21,77454.04,77454.04,0.15,0.2,783,low_vol
,2026-04-22T03:22:45.665972,BTC,Mean Reversion,shadow,long,77506.6,77428.42,77451.65,77506.6,-20.09,-110.1,778,low_vol
,2026-04-22T03:22:51.688210,BTC,Mean Reversion,paper,long,77467.9,77453.66,77467.9,77467.9,-1.84,-1.8,115,trending
,2026-04-22T03:22:51.689102,BTC,Mean Reversion,shadow,long,77509.57,77438.54,77461.77,77509.57,-19.16,-109.2,758,trending
,2026-04-22T03:23:07.741983,BTC,Mean Reversion,paper,short,77472.77,77490.88,77472.77,77472.77,-2.34,-2.3,868,high_vol
,2026-04-22T03:23:07.743216,BTC,Mean Reversion,shadow,short,77479.61,77500.15,77476.91,77479.61,-12.65,-102.7,1818,high_vol
,2026-04-22T03:23:19.781895,BTC,Mean Reversion,paper,long,77470.99,77447.68,77470.99,77470.99,-3.01,-3.0,1196,trending
,2026-04-22T03:23:19.783588,BTC,Mean Reversion,shadow,long,77520.85,77438.76,77461.99,77520.85,-20.59,-110.6,2731,trending
,2026-04-22T03:23:35.838369,BTC,Mean Reversion,paper,short,77468.95,77461.43,77468.95,77468.95,0.97,1.0,434,low_vol
,2026-04-22T03:23:35.839852,BTC,Mean Reversion,shadow,short,77469.08,77482.72,77459.49,77469.08,-11.76,-101.8,2476,low_vol
,2026-04-22T03:23:49.890873,BTC,Mean Reversion,paper,long,77497.94,77489.18,77497.94,77497.94,-1.13,-1.1,2470,trending
,2026-04-22T03:23:49.892510,BTC,Mean Reversion,shadow,long,77537.62,77459.96,77483.21,77537.62,-20.02,-110.0,2144,trending
,2026-04-22T03:24:09.961735,ETH,Mean Reversion,paper,long,2365.95,2365.76,2365.95,2365.95,-0.79,-0.8,582,high_vol
,2026-04-22T03:24:09.962958,ETH,Mean Reversion,shadow,long,2366.85,2364.88,2365.59,2366.85,-18.35,-108.4,992,high_vol
,2026-04-22T03:24:19.996798,ETH,Mean Reversion,paper,long,2365.97,2366.14,2365.97,2365.97,0.74,0.7,2864,ranging
,2026-04-22T03:24:19.997760,ETH,Mean Reversion,shadow,long,2367.36,2364.99,2365.69,2367.36,-20.05,-110.0,3188,ranging
,2026-04-22T03:24:30.039127,BTC,Mean Reversion,paper,long,77533.24,77537.88,77533.24,77533.24,0.6,0.6,1733,high_vol
,2026-04-22T03:24:30.040241,BTC,Mean Reversion,shadow,long,77569.07,77505.62,77528.88,77569.07,-18.18,-108.2,124,high_vol
,2026-04-22T03:24:36.061139,BTC,Mean Reversion,paper,short,77517.12,77502.09,77517.12,77517.12,1.94,1.9,1989,low_vol
,2026-04-22T03:24:36.062843,BTC,Mean Reversion,shadow,short,77526.88,77537.48,77514.23,77526.88,-11.37,-101.4,2916,low_vol
,2026-04-22T03:24:54.129357,BTC,Mean Reversion,paper,short,77514.89,77506.57,77514.89,77514.89,1.07,1.1,3187,ranging
,2026-04-22T03:24:54.131433,BTC,Mean Reversion,shadow,short,77499.33,77527.72,77504.46,77499.33,-13.66,-103.7,2578,ranging
,2026-04-22T03:25:00.147029,ETH,Mean Reversion,paper,short,2365.09,2365.08,2365.09,2365.09,0.07,0.1,2359,high_vol
,2026-04-22T03:25:00.148954,ETH,Mean Reversion,shadow,short,2365.49,2365.74,2365.03,2365.49,-11.08,-101.1,3298,high_vol
,2026-04-22T03:25:16.197757,BTC,Mean Reversion,paper,long,77523.11,77530.23,77523.11,77523.11,0.92,0.9,1148,trending
,2026-04-22T03:25:16.199540,BTC,Mean Reversion,shadow,long,77563.89,77496.43,77519.68,77563.89,-18.7,-108.7,657,trending
,2026-04-22T03:25:26.235750,BTC,Mean Reversion,paper,long,77521.95,77502.59,77521.95,77521.95,-2.5,-2.5,1916,high_vol
,2026-04-22T03:25:26.237565,BTC,Mean Reversion,shadow,long,77573.87,77494.27,77517.52,77573.87,-20.26,-110.3,2111,high_vol
,2026-04-22T03:25:36.269796,BTC,Mean Reversion,paper,long,77544.53,77543.84,77544.53,77544.53,-0.09,-0.1,2693,low_vol
,2026-04-22T03:25:36.271586,BTC,Mean Reversion,shadow,long,77599.01,77535.57,77558.83,77599.01,-18.18,-108.2,1793,low_vol
,2026-04-22T03:25:54.330781,BTC,Mean Reversion,paper,long,77549.56,77530.44,77549.56,77549.56,-2.46,-2.5,2209,ranging
,2026-04-22T03:25:54.332595,BTC,Mean Reversion,shadow,long,77585.11,77518.05,77541.32,77585.11,-18.64,-108.6,2176,ranging
,2026-04-22T03:25:56.341361,ETH,Mean Reversion,paper,short,2365.9,2365.53,2365.9,2365.9,1.54,1.5,510,trending
,2026-04-22T03:25:56.342391,ETH,Mean Reversion,shadow,short,2365.99,2366.28,2365.57,2365.99,-11.24,-101.2,1604,trending
,2026-04-22T03:26:24.453423,ETH,Mean Reversion,paper,long,2367.14,2367.23,2367.14,2367.14,0.39,0.4,1200,low_vol
,2026-04-22T03:26:24.453996,ETH,Mean Reversion,shadow,long,2368.8,2366.7,2367.41,2368.8,-18.83,-108.8,1109,low_vol
,2026-04-22T04:18:05.405852,BTC,Mean Reversion,paper,long,77487.83,77484.09,77487.83,77487.83,-0.48,-0.5,2413,trending
,2026-04-22T04:18:05.407839,BTC,Mean Reversion,shadow,long,77518.67,77456.37,77479.61,77518.67,-18.04,-108.0,1147,trending
,2026-04-22T04:18:27.505414,BTC,Mean Reversion,paper,long,77487.4,77470.84,77487.4,77487.4,-2.14,-2.1,1984,low_vol
,2026-04-22T04:18:27.507615,BTC,Mean Reversion,shadow,long,77524.55,77452.75,77475.99,77524.55,-19.26,-109.3,1014,low_vol
,2026-04-22T04:18:37.548915,ETH,Mean Reversion,paper,long,2362.31,2361.79,2362.31,2362.31,-2.17,-2.2,3209,high_vol
,2026-04-22T04:18:37.552810,ETH,Mean Reversion,shadow,long,2363.31,2361.14,2361.85,2363.31,-19.2,-109.2,2265,high_vol
,2026-04-22T04:18:47.602364,BTC,Mean Reversion,paper,long,77509.49,77510.91,77509.49,77509.49,0.18,0.2,2214,high_vol
,2026-04-22T04:18:47.603329,BTC,Mean Reversion,shadow,long,77537.92,77472.69,77495.93,77537.92,-18.41,-108.4,359,high_vol
,2026-04-22T04:18:59.667142,ETH,Mean Reversion,paper,long,2362.06,2362.11,2362.06,2362.06,0.19,0.2,1267,low_vol
,2026-04-22T04:18:59.667951,ETH,Mean Reversion,shadow,long,2362.92,2361.0,2361.7,2362.92,-18.15,-108.2,690,low_vol
,2026-04-22T04:19:03.680893,BTC,Mean Reversion,paper,short,77484.96,77494.39,77484.96,77484.96,-1.22,-1.2,1641,low_vol
,2026-04-22T04:19:03.681676,BTC,Mean Reversion,shadow,short,77481.84,77503.31,77480.07,77481.84,-12.77,-102.8,750,low_vol
,2026-04-22T04:19:45.838218,ETH,Mean Reversion,paper,short,2360.72,2361.03,2360.72,2360.72,-1.33,-1.3,1280,low_vol
,2026-04-22T04:19:45.839875,ETH,Mean Reversion,shadow,short,2360.7,2361.52,2360.82,2360.7,-13.47,-103.5,2403,low_vol
,2026-04-22T04:19:55.868227,ETH,Mean Reversion,paper,long,2361.41,2360.78,2361.41,2361.41,-2.67,-2.7,2556,low_vol
,2026-04-22T04:19:55.869811,ETH,Mean Reversion,shadow,long,2362.88,2360.36,2361.07,2362.88,-20.68,-110.7,2898,low_vol
,2026-04-22T04:19:59.884476,BTC,Mean Reversion,paper,long,77459.76,77458.15,77459.76,77459.76,-0.21,-0.2,2234,high_vol
,2026-04-22T04:19:59.884905,BTC,Mean Reversion,shadow,long,77508.07,77440.33,77463.57,77508.07,-18.74,-108.7,1965,high_vol
,2026-04-22T04:20:03.895847,ETH,Mean Reversion,paper,short,2360.4,2360.45,2360.4,2360.4,-0.18,-0.2,1643,trending
,2026-04-22T04:20:03.896853,ETH,Mean Reversion,shadow,short,2360.67,2361.33,2360.62,2360.67,-12.78,-102.8,421,trending
,2026-04-22T04:20:17.936056,BTC,Mean Reversion,paper,short,77454.56,77453.01,77454.56,77454.56,0.2,0.2,535,ranging
,2026-04-22T04:20:17.937591,BTC,Mean Reversion,shadow,short,77450.46,77467.82,77444.59,77450.46,-12.24,-102.2,424,ranging
,2026-04-22T04:20:19.941980,ETH,Mean Reversion,paper,long,2361.57,2361.41,2361.57,2361.57,-0.68,-0.7,1066,ranging
,2026-04-22T04:20:19.942680,ETH,Mean Reversion,shadow,long,2362.7,2360.63,2361.34,2362.7,-18.75,-108.7,717,ranging
,2026-04-22T04:20:27.973204,BTC,Mean Reversion,paper,short,77449.19,77453.89,77449.19,77449.19,-0.61,-0.6,3582,high_vol
,2026-04-22T04:20:27.974645,BTC,Mean Reversion,shadow,short,77450.33,77466.74,77443.51,77450.33,-12.12,-102.1,3182,high_vol
,2026-04-22T04:20:46.035423,ETH,Mean Reversion,paper,short,2360.12,2360.26,2360.12,2360.12,-0.59,-0.6,2776,trending
,2026-04-22T04:20:46.037563,ETH,Mean Reversion,shadow,short,2360.48,2360.81,2360.11,2360.48,-11.43,-101.4,1776,trending
,2026-04-22T04:20:50.060322,ETH,Mean Reversion,paper,long,2359.34,2358.92,2359.34,2359.34,-1.77,-1.8,1889,trending
,2026-04-22T04:20:50.062151,ETH,Mean Reversion,shadow,long,2360.7,2358.25,2358.95,2360.7,-20.38,-110.4,517,trending
,2026-04-22T04:20:52.069463,ETH,Mean Reversion,paper,short,2359.17,2359.65,2359.17,2359.17,-2.03,-2.0,3479,high_vol
,2026-04-22T04:20:52.070182,ETH,Mean Reversion,shadow,short,2359.38,2359.89,2359.18,2359.38,-12.17,-102.2,2875,high_vol
,2026-04-22T04:21:40.232998,ETH,Mean Reversion,paper,short,2360.22,2360.03,2360.22,2360.22,0.78,0.8,62,trending
,2026-04-22T04:21:40.237163,ETH,Mean Reversion,shadow,short,2360.14,2360.69,2359.98,2360.14,-12.34,-102.3,2947,trending
,2026-04-22T04:21:46.264524,BTC,Mean Reversion,paper,short,77437.13,77415.64,77437.13,77437.13,2.77,2.8,3471,trending
,2026-04-22T04:21:46.266154,BTC,Mean Reversion,shadow,short,77433.37,77454.09,77430.86,77433.37,-12.68,-102.7,1955,trending
,2026-04-22T04:22:02.321165,BTC,Mean Reversion,paper,long,77431.02,77423.68,77431.02,77431.02,-0.95,-0.9,573,high_vol
,2026-04-22T04:22:02.322499,BTC,Mean Reversion,shadow,long,77495.13,77413.91,77437.14,77495.13,-20.48,-110.5,270,high_vol
,2026-04-22T04:22:06.341364,ETH,Mean Reversion,paper,short,2360.19,2360.43,2360.19,2360.19,-1.01,-1.0,2367,ranging
,2026-04-22T04:22:06.343293,ETH,Mean Reversion,shadow,short,2360.49,2360.98,2360.27,2360.49,-12.09,-102.1,167,ranging
,2026-04-22T04:22:10.360165,BTC,Mean Reversion,paper,long,77439.43,77453.68,77439.43,77439.43,1.84,1.8,2726,ranging
,2026-04-22T04:22:10.361015,BTC,Mean Reversion,shadow,long,77497.61,77422.48,77445.71,77497.61,-19.69,-109.7,2258,ranging
,2026-04-22T04:22:22.410382,BTC,Mean Reversion,paper,long,77452.82,77463.46,77452.82,77452.82,1.37,1.4,883,high_vol
,2026-04-22T04:22:22.413246,BTC,Mean Reversion,shadow,long,77512.46,77437.33,77460.57,77512.46,-19.69,-109.7,2340,high_vol
,2026-04-22T04:22:32.453575,ETH,Mean Reversion,paper,short,2360.95,2360.85,2360.95,2360.95,0.4,0.4,3386,low_vol
,2026-04-22T04:22:32.455234,ETH,Mean Reversion,shadow,short,2361.18,2361.45,2360.74,2361.18,-11.16,-101.2,2000,low_vol
,2026-04-22T04:22:56.567467,BTC,Mean Reversion,paper,long,77496.76,77482.31,77496.76,77496.76,-1.86,-1.9,786,high_vol
,2026-04-22T04:22:56.569616,BTC,Mean Reversion,shadow,long,77542.18,77461.08,77484.33,77542.18,-20.46,-110.5,1649,high_vol
,2026-04-22T04:23:00.585066,ETH,Mean Reversion,paper,long,2361.66,2362.03,2361.66,2361.66,1.56,1.6,930,low_vol
,2026-04-22T04:23:00.586360,ETH,Mean Reversion,shadow,long,2363.14,2360.97,2361.68,2363.14,-19.19,-109.2,892,low_vol
,2026-04-22T04:23:16.655983,ETH,Mean Reversion,paper,long,2362.56,2362.34,2362.56,2362.56,-0.95,-0.9,2202,high_vol
,2026-04-22T04:23:16.657038,ETH,Mean Reversion,shadow,long,2364.4,2362.09,2362.8,2364.4,-19.81,-109.8,2408,high_vol
,2026-04-22T04:23:30.700828,ETH,Mean Reversion,paper,long,2362.99,2363.04,2362.99,2362.99,0.21,0.2,499,low_vol
,2026-04-22T04:23:30.702843,ETH,Mean Reversion,shadow,long,2364.37,2362.08,2362.78,2364.37,-19.71,-109.7,2237,low_vol
,2026-04-22T04:23:44.752874,BTC,Mean Reversion,paper,short,77482.88,77505.77,77482.88,77482.88,-2.95,-3.0,1747,ranging
,2026-04-22T04:23:44.753402,BTC,Mean Reversion,shadow,short,77499.87,77520.37,77497.12,77499.87,-12.65,-102.6,3216,ranging
,2026-04-22T04:23:52.786422,BTC,Mean Reversion,paper,short,77466.77,77478.88,77466.77,77466.77,-1.56,-1.6,1090,high_vol
,2026-04-22T04:23:52.787488,BTC,Mean Reversion,shadow,short,77472.76,77492.73,77469.49,77472.76,-12.58,-102.6,1640,high_vol
,2026-04-22T04:24:00.812902,ETH,Mean Reversion,paper,long,2362.17,2362.04,2362.17,2362.17,-0.56,-0.6,1597,low_vol
,2026-04-22T04:24:00.816372,ETH,Mean Reversion,shadow,long,2363.53,2361.0,2361.7,2363.53,-20.71,-110.7,3410,low_vol
,2026-04-22T04:24:04.836727,ETH,Mean Reversion,paper,short,2362.0,2361.87,2362.0,2362.0,0.55,0.6,1898,ranging
,2026-04-22T04:24:04.838069,ETH,Mean Reversion,shadow,short,2361.52,2362.31,2361.61,2361.52,-13.36,-103.4,438,ranging
,2026-04-22T04:24:06.841627,ETH,Mean Reversion,paper,long,2361.27,2361.9,2361.27,2361.27,2.67,2.7,2709,ranging
,2026-04-22T04:24:06.842374,ETH,Mean Reversion,shadow,long,2363.3,2360.9,2361.61,2363.3,-20.18,-110.2,2904,ranging
,2026-04-22T04:24:20.896209,ETH,Mean Reversion,paper,long,2361.09,2361.6,2361.09,2361.09,2.16,2.2,3546,ranging
,2026-04-22T04:24:20.897612,ETH,Mean Reversion,shadow,long,2363.22,2360.7,2361.4,2363.22,-20.67,-110.7,1790,ranging
,2026-04-22T04:24:26.920896,BTC,Mean Reversion,paper,long,77458.94,77451.93,77458.94,77458.94,-0.9,-0.9,668,high_vol
,2026-04-22T04:24:26.922799,BTC,Mean Reversion,shadow,long,77509.06,77426.03,77449.26,77509.06,-20.71,-110.7,2198,high_vol
,2026-04-22T04:24:28.931978,BTC,Mean Reversion,paper,short,77461.53,77441.23,77461.53,77461.53,2.62,2.6,1863,trending
,2026-04-22T04:24:28.932664,BTC,Mean Reversion,shadow,short,77448.77,77472.51,77449.27,77448.77,-13.07,-103.1,2226,trending
,2026-04-22T04:24:59.049237,BTC,Mean Reversion,paper,short,77425.93,77434.0,77425.93,77425.93,-1.04,-1.0,1914,trending
,2026-04-22T04:24:59.051405,BTC,Mean Reversion,shadow,short,77435.22,77463.02,77439.79,77435.22,-13.59,-103.6,185,trending
,2026-04-22T04:25:07.085061,ETH,Mean Reversion,paper,short,2360.75,2360.79,2360.75,2360.75,-0.16,-0.2,3340,ranging
,2026-04-22T04:25:07.086235,ETH,Mean Reversion,shadow,short,2360.31,2361.21,2360.51,2360.31,-13.84,-103.8,2802,ranging
,2026-04-22T04:26:07.329769,BTC,Mean Reversion,paper,short,77466.53,77457.45,77466.53,77466.53,1.17,1.2,3095,low_vol
,2026-04-22T04:26:07.331583,BTC,Mean Reversion,shadow,short,77458.96,77476.93,77453.7,77458.96,-12.32,-102.3,2730,low_vol
,2026-04-22T04:26:33.446230,ETH,Mean Reversion,paper,short,2361.06,2361.77,2361.06,2361.06,-3.01,-3.0,556,high_vol
,2026-04-22T04:26:33.448284,ETH,Mean Reversion,shadow,short,2361.93,2362.2,2361.49,2361.93,-11.14,-101.1,3576,high_vol
,2026-04-22T04:26:53.543051,BTC,Mean Reversion,paper,short,77493.85,77479.82,77493.85,77493.85,1.81,1.8,3348,trending
,2026-04-22T04:26:53.545243,BTC,Mean Reversion,shadow,short,77489.36,77504.6,77481.36,77489.36,-11.97,-102.0,802,trending
,2026-04-22T04:27:01.590975,ETH,Mean Reversion,paper,long,2361.61,2362.09,2361.61,2361.61,2.01,2.0,1962,high_vol
,2026-04-22T04:27:01.593253,ETH,Mean Reversion,shadow,long,2362.95,2360.97,2361.68,2362.95,-18.37,-108.4,1712,high_vol
,2026-04-22T04:27:07.645822,ETH,Mean Reversion,paper,short,2361.91,2361.5,2361.91,2361.91,1.72,1.7,3100,trending
,2026-04-22T04:27:07.649010,ETH,Mean Reversion,shadow,short,2361.86,2362.36,2361.65,2361.86,-12.14,-102.1,451,trending
,2026-04-22T04:27:13.674275,ETH,Mean Reversion,paper,long,2362.25,2361.96,2362.25,2362.25,-1.23,-1.2,918,trending
,2026-04-22T04:27:13.675769,ETH,Mean Reversion,shadow,long,2363.01,2361.09,2361.8,2363.01,-18.16,-108.2,1062,trending
,2026-04-22T04:27:23.715275,ETH,Mean Reversion,paper,short,2362.34,2361.97,2362.34,2362.34,1.58,1.6,1532,low_vol
,2026-04-22T04:27:23.716435,ETH,Mean Reversion,shadow,short,2362.83,2363.09,2362.39,2362.83,-11.1,-101.1,2537,low_vol
,2026-04-22T04:27:27.730947,ETH,Mean Reversion,paper,long,2362.56,2362.77,2362.56,2362.56,0.88,0.9,3199,trending
,2026-04-22T04:27:27.731617,ETH,Mean Reversion,shadow,long,2363.73,2361.68,2362.39,2363.73,-18.7,-108.7,1339,trending
,2026-04-22T04:27:43.799680,ETH,Mean Reversion,paper,short,2362.81,2362.8,2362.81,2362.81,0.01,0.0,466,ranging
,2026-04-22T04:27:43.801499,ETH,Mean Reversion,shadow,short,2363.25,2363.9,2363.19,2363.25,-12.78,-102.8,660,ranging
,2026-04-22T04:27:53.844187,ETH,Mean Reversion,paper,short,2362.69,2363.57,2362.69,2362.69,-3.74,-3.7,2832,trending
,2026-04-22T04:27:53.845725,ETH,Mean Reversion,shadow,short,2362.9,2363.84,2363.14,2362.9,-13.99,-104.0,1907,trending
,2026-04-22T04:27:57.863937,BTC,Mean Reversion,paper,short,77532.87,77527.17,77532.87,77532.87,0.74,0.7,572,high_vol
,2026-04-22T04:27:57.864366,BTC,Mean Reversion,shadow,short,77543.53,77554.26,77531.01,77543.53,-11.38,-101.4,829,high_vol
,2026-04-22T04:28:44.056494,ETH,Mean Reversion,paper,long,2363.47,2363.67,2363.47,2363.47,0.85,0.9,2008,high_vol
,2026-04-22T04:28:44.058521,ETH,Mean Reversion,shadow,long,2364.83,2362.58,2363.28,2364.83,-19.53,-109.5,1723,high_vol
,2026-04-22T04:28:48.069763,ETH,Mean Reversion,paper,long,2362.9,2363.64,2362.9,2362.9,3.13,3.1,180,trending
,2026-04-22T04:28:48.070684,ETH,Mean Reversion,shadow,long,2364.58,2362.58,2363.28,2364.58,-18.46,-108.5,1009,trending
,2026-04-22T04:29:12.170446,BTC,Mean Reversion,paper,short,77505.51,77529.38,77505.51,77505.51,-3.08,-3.1,509,trending
,2026-04-22T04:29:12.171082,BTC,Mean Reversion,shadow,short,77531.67,77543.68,77520.42,77531.67,-11.55,-101.5,2389,trending
,2026-04-22T04:29:14.183233,ETH,Mean Reversion,paper,long,2362.41,2362.58,2362.41,2362.41,0.71,0.7,2652,ranging
,2026-04-22T04:29:14.184049,ETH,Mean Reversion,shadow,long,2363.64,2361.69,2362.39,2363.64,-18.26,-108.3,3379,ranging
,2026-04-22T04:29:18.197034,BTC,Mean Reversion,paper,long,77501.21,77499.51,77501.21,77501.21,-0.22,-0.2,1811,high_vol
,2026-04-22T04:29:18.198327,BTC,Mean Reversion,shadow,long,77566.85,77484.84,77508.1,77566.85,-20.57,-110.6,665,high_vol
,2026-04-22T04:29:30.231210,BTC,Mean Reversion,paper,short,77517.73,77495.78,77517.73,77517.73,2.83,2.8,734,ranging
